Gene name,Gene stable ID version,Human gene stable ID,Human gene name,Human homology type,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,Human Gene-order conservation score,"Human orthology confidence [0 low, 1 high]",Mouse gene stable ID,Mouse gene name,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,"Mouse orthology confidence [0 low, 1 high]"
TPPP2,ENSCJAG00000009590.4,ENSG00000179636,TPPP2,ortholog_one2one,96.4706,96.4706,100.0,1.0,ENSMUSG00000008813,Tppp2,ortholog_one2one,84.7059,84.7059,100.0,1.0
TPPP3,ENSCJAG00000042043.2,ENSG00000159713,TPPP3,ortholog_one2one,98.2955,98.2955,100.0,1.0,ENSMUSG00000014846,Tppp3,ortholog_one2one,97.1591,97.1591,100.0,1.0
TPR,ENSCJAG00000005872.5,ENSG00000047410,TPR,ortholog_one2one,98.3496,98.3496,100.0,1.0,ENSMUSG00000006005,Tpr,ortholog_one2one,93.7791,91.1559,100.0,1.0
TPRA1,ENSCJAG00000008960.5,ENSG00000163870,TPRA1,ortholog_one2one,67.1429,88.2038,75.0,1.0,ENSMUSG00000002871,Tpra1,ortholog_one2one,62.2449,82.6558,0.0,0.0
TPRG1,ENSCJAG00000014348.4,ENSG00000188001,TPRG1,ortholog_one2one,87.1711,96.3636,100.0,1.0,ENSMUSG00000048399,Tprg,ortholog_one2one,75.0,81.7204,100.0,1.0
TPRG1L,ENSCJAG00000002752.5,ENSG00000158109,TPRG1L,ortholog_one2one,66.5835,98.1618,100.0,1.0,ENSMUSG00000029030,Tprgl,ortholog_one2one,61.596,92.8571,100.0,1.0
TPRN,ENSCJAG00000070096.1,ENSG00000176058,TPRN,ortholog_one2one,81.2256,87.6231,100.0,1.0,ENSMUSG00000048707,Tprn,ortholog_one2one,65.189,66.7557,100.0,1.0
TPSG1,ENSCJAG00000013318.4,ENSG00000116176,TPSG1,ortholog_one2one,56.9482,65.109,100.0,1.0,ENSMUSG00000033200,Tpsg1,ortholog_one2one,47.9564,56.5916,75.0,0.0
TPST1,ENSCJAG00000004198.5,ENSG00000169902,TPST1,ortholog_one2one,98.1081,98.1081,25.0,1.0,ENSMUSG00000034118,Tpst1,ortholog_one2one,96.4865,96.4865,50.0,0.0
TPST2,ENSCJAG00000008612.4,ENSG00000128294,TPST2,ortholog_one2one,93.4896,95.2255,100.0,1.0,ENSMUSG00000029344,Tpst2,ortholog_one2one,91.4062,90.0,100.0,1.0
TPX2,ENSCJAG00000020774.5,ENSG00000088325,TPX2,ortholog_one2one,94.7368,93.9759,100.0,1.0,ENSMUSG00000027469,Tpx2,ortholog_one2one,76.9231,76.5101,100.0,1.0
TRA2A,ENSCJAG00000001509.4,ENSG00000164548,TRA2A,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000029817,Tra2a,ortholog_one2one,99.2908,99.2908,100.0,1.0
TRA2B,ENSCJAG00000014710.5,ENSG00000136527,TRA2B,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000022858,Tra2b,ortholog_one2one,100.0,100.0,100.0,1.0
TRABD,ENSCJAG00000003384.5,ENSG00000170638,TRABD,ortholog_one2one,87.4705,98.4043,100.0,1.0,ENSMUSG00000015363,Trabd,ortholog_one2one,82.7423,93.0851,100.0,1.0
TRABD2A,ENSCJAG00000019738.4,ENSG00000186854,TRABD2A,ortholog_one2one,93.8614,93.8614,100.0,1.0,,,,,,,
TRABD2B,ENSCJAG00000042725.3,ENSG00000269113,TRABD2B,ortholog_one2one,96.124,95.9381,100.0,1.0,ENSMUSG00000070867,Trabd2b,ortholog_one2one,88.5659,88.3946,100.0,1.0
TRAC,ENSCJAG00000008714.6,ENSG00000277734,TRAC,ortholog_one2one,81.1594,79.4326,100.0,1.0,,,,,,,
TRADD,ENSCJAG00000016502.4,ENSG00000102871,TRADD,ortholog_one2one,92.3077,92.3077,100.0,1.0,ENSMUSG00000031887,Tradd,ortholog_one2one,74.6795,75.1613,100.0,1.0
TRAF1,ENSCJAG00000020298.5,ENSG00000056558,TRAF1,ortholog_one2one,84.7966,95.1923,100.0,1.0,ENSMUSG00000026875,Traf1,ortholog_one2one,73.0193,83.3741,100.0,1.0
TRAF2,ENSCJAG00000011179.5,ENSG00000127191,TRAF2,ortholog_one2one,97.006,97.006,50.0,1.0,ENSMUSG00000026942,Traf2,ortholog_one2one,86.4271,85.2362,0.0,0.0
TRAF3,ENSCJAG00000009729.5,ENSG00000131323,TRAF3,ortholog_one2one,98.5916,98.5916,100.0,1.0,ENSMUSG00000021277,Traf3,ortholog_one2one,96.3028,96.4727,100.0,1.0
TRAF3IP1,ENSCJAG00000000419.5,ENSG00000204104,TRAF3IP1,ortholog_one2one,91.0014,90.7381,100.0,1.0,ENSMUSG00000034292,Traf3ip1,ortholog_one2one,71.9884,75.841,100.0,1.0
TRAF3IP2,ENSCJAG00000004951.5,ENSG00000056972,TRAF3IP2,ortholog_one2one,88.8124,91.3274,100.0,1.0,ENSMUSG00000019842,Traf3ip2,ortholog_one2one,74.3546,77.8378,100.0,1.0
TRAF3IP3,ENSCJAG00000014957.5,ENSG00000009790,TRAF3IP3,ortholog_one2one,95.6364,95.4628,100.0,1.0,ENSMUSG00000037318,Traf3ip3,ortholog_one2one,68.9091,73.8791,100.0,1.0
TRAF4,ENSCJAG00000013161.5,ENSG00000076604,TRAF4,ortholog_one2one,59.0652,88.7234,100.0,1.0,ENSMUSG00000017386,Traf4,ortholog_one2one,57.7904,86.8085,100.0,1.0
TRAF5,ENSCJAG00000000257.5,ENSG00000082512,TRAF5,ortholog_one2one,92.6523,92.8187,75.0,1.0,ENSMUSG00000026637,Traf5,ortholog_one2one,79.9283,79.9283,75.0,1.0
TRAF6,ENSCJAG00000011070.5,ENSG00000175104,TRAF6,ortholog_one2one,93.1099,95.7854,100.0,1.0,ENSMUSG00000027164,Traf6,ortholog_one2one,86.9646,88.1132,100.0,1.0
TRAF7,ENSCJAG00000015047.4,ENSG00000131653,TRAF7,ortholog_one2one,96.6929,91.6418,100.0,1.0,ENSMUSG00000052752,Traf7,ortholog_one2one,94.6457,89.8356,100.0,1.0
TRAFD1,ENSCJAG00000012271.5,ENSG00000135148,TRAFD1,ortholog_one2one,94.4923,94.3299,100.0,1.0,ENSMUSG00000042726,Trafd1,ortholog_one2one,75.7315,75.8621,100.0,1.0
TRAIP,ENSCJAG00000004415.5,ENSG00000183763,TRAIP,ortholog_one2one,94.2431,94.2431,100.0,1.0,ENSMUSG00000032586,Traip,ortholog_one2one,79.3177,79.1489,100.0,1.0
TRAK1,ENSCJAG00000017993.5,ENSG00000182606,TRAK1,ortholog_one2one,92.173,93.914,100.0,1.0,ENSMUSG00000032536,Trak1,ortholog_one2one,88.1565,88.4297,100.0,1.0
TRAK2,ENSCJAG00000004568.5,ENSG00000115993,TRAK2,ortholog_one2one,96.2842,96.3895,100.0,1.0,ENSMUSG00000026028,Trak2,ortholog_one2one,87.6503,87.8423,100.0,1.0
TRAM1,ENSCJAG00000007893.5,ENSG00000067167,TRAM1,ortholog_one2one,97.861,97.861,100.0,1.0,ENSMUSG00000025935,Tram1,ortholog_one2one,94.385,94.385,100.0,1.0
TRAM1L1,ENSCJAG00000039409.2,ENSG00000174599,TRAM1L1,ortholog_one2one,74.5652,92.9539,100.0,1.0,ENSMUSG00000044528,Tram1l1,ortholog_one2one,57.8261,73.2782,100.0,1.0
TRAM2,ENSCJAG00000011314.5,ENSG00000065308,TRAM2,ortholog_one2one,70.4955,84.5946,100.0,1.0,ENSMUSG00000041779,Tram2,ortholog_one2one,63.5135,76.2162,75.0,1.0
TRANK1,ENSCJAG00000012388.5,ENSG00000168016,TRANK1,ortholog_one2one,94.6447,94.6447,100.0,1.0,ENSMUSG00000062296,Trank1,ortholog_one2one,80.1617,79.3598,100.0,1.0
TRAPPC1,ENSCJAG00000072023.1,ENSG00000170043,TRAPPC1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000049299,Trappc1,ortholog_one2one,75.1724,66.0606,100.0,1.0
TRAPPC10,ENSCJAG00000005608.5,ENSG00000160218,TRAPPC10,ortholog_one2one,97.22,97.22,100.0,1.0,ENSMUSG00000000374,Trappc10,ortholog_one2one,89.3566,89.4277,100.0,1.0
TRAPPC11,ENSCJAG00000005616.5,ENSG00000168538,TRAPPC11,ortholog_one2one,97.0925,97.2639,100.0,1.0,ENSMUSG00000038102,Trappc11,ortholog_one2one,92.7753,92.9391,100.0,1.0
TRAPPC12,ENSCJAG00000007867.5,ENSG00000171853,TRAPPC12,ortholog_one2one,89.2905,90.7483,100.0,1.0,ENSMUSG00000020628,Trappc12,ortholog_one2one,75.7697,71.0163,100.0,1.0
TRAPPC13,ENSCJAG00000015812.5,ENSG00000113597,TRAPPC13,ortholog_one2one,98.8038,99.0408,100.0,1.0,ENSMUSG00000021711,Trappc13,ortholog_one2one,96.89,96.89,100.0,1.0
TRAPPC14,ENSCJAG00000015483.5,ENSG00000146826,TRAPPC14,ortholog_one2one,98.6207,98.6207,100.0,1.0,ENSMUSG00000036948,Trappc14,ortholog_one2one,97.2414,97.2414,100.0,1.0
TRAPPC2L,ENSCJAG00000013011.5,ENSG00000167515,TRAPPC2L,ortholog_one2one,98.5611,98.5611,100.0,1.0,ENSMUSG00000015013,Trappc2l,ortholog_one2one,97.1223,97.1223,100.0,1.0
TRAPPC3,ENSCJAG00000001734.5,ENSG00000054116,TRAPPC3,ortholog_one2one,94.6809,98.8889,100.0,1.0,ENSMUSG00000028847,Trappc3,ortholog_one2one,94.1489,98.3333,100.0,1.0
TRAPPC3L,ENSCJAG00000004513.5,ENSG00000173626,TRAPPC3L,ortholog_one2one,96.1326,96.1326,100.0,1.0,ENSMUSG00000071340,Trappc3l,ortholog_one2one,91.7127,91.7127,0.0,0.0
TRAPPC5,ENSCJAG00000087099.1,ENSG00000181029,TRAPPC5,ortholog_one2one,98.9362,98.9362,100.0,1.0,ENSMUSG00000040236,Trappc5,ortholog_one2one,98.9362,98.9362,100.0,1.0
TRAPPC6A,ENSCJAG00000012869.4,ENSG00000007255,TRAPPC6A,ortholog_one2one,84.3931,91.8239,100.0,1.0,ENSMUSG00000002043,Trappc6a,ortholog_one2one,69.9422,66.1202,100.0,1.0
TRAPPC6B,ENSCJAG00000016314.5,ENSG00000182400,TRAPPC6B,ortholog_one2one,67.1111,95.5696,75.0,1.0,ENSMUSG00000020993,Trappc6b,ortholog_one2one,65.3333,93.038,75.0,1.0
TRAPPC8,ENSCJAG00000020835.5,ENSG00000153339,TRAPPC8,ortholog_one2one,95.1286,97.9791,100.0,1.0,ENSMUSG00000033382,Trappc8,ortholog_one2one,89.2422,91.7884,100.0,1.0
TRAPPC9,ENSCJAG00000004191.5,ENSG00000167632,TRAPPC9,ortholog_one2one,97.4892,98.0836,100.0,1.0,ENSMUSG00000047921,Trappc9,ortholog_one2one,91.2554,92.5373,100.0,1.0
TRAT1,ENSCJAG00000020142.5,ENSG00000163519,TRAT1,ortholog_one2one,90.8602,90.8602,100.0,1.0,ENSMUSG00000030775,Trat1,ortholog_one2one,70.4301,66.4975,100.0,1.0
TRAV10,ENSCJAG00000046511.2,ENSG00000211784,TRAV10,ortholog_one2one,82.0,71.9298,100.0,1.0,ENSMUSG00000095088,Trav11d,ortholog_one2many,57.0,50.0,25.0,0.0
TRAV12-1,ENSCJAG00000042714.2,ENSG00000211785,TRAV12-1,ortholog_one2one,73.8739,73.2143,100.0,1.0,ENSMUSG00000106620,Trav7-5,ortholog_many2many,45.045,44.6429,50.0,0.0
TRAV12-2,ENSCJAG00000039190.2,ENSG00000211789,TRAV12-2,ortholog_one2one,71.1538,65.4867,100.0,1.0,ENSMUSG00000106620,Trav7-5,ortholog_many2many,50.0,46.4286,0.0,0.0
TRAV12-3,ENSCJAG00000008803.4,ENSG00000211794,TRAV12-3,ortholog_one2one,71.4286,70.1754,100.0,1.0,ENSMUSG00000106620,Trav7-5,ortholog_many2many,46.4286,46.4286,0.0,0.0
TRAV13-1,ENSCJAG00000041991.2,ENSG00000211788,TRAV13-1,ortholog_one2one,74.0385,68.75,100.0,1.0,,,,,,,
TRAV16,ENSCJAG00000052073.2,ENSG00000211796,TRAV16,ortholog_one2one,71.7557,86.2385,100.0,1.0,,,,,,,
TRAV17,ENSCJAG00000081255.1,ENSG00000211797,TRAV17,ortholog_one2one,70.9924,83.0357,100.0,1.0,ENSMUSG00000076795,Trav8d-2,ortholog_one2many,54.9618,64.2857,50.0,0.0
TRAV19,ENSCJAG00000054414.2,ENSG00000211799,TRAV19,ortholog_one2one,60.3774,82.7586,100.0,1.0,ENSMUSG00000076796,Trav16d-dv11,ortholog_one2many,41.5094,56.4103,100.0,0.0
TRAV2,ENSCJAG00000045760.2,ENSG00000211776,TRAV2,ortholog_one2one,86.1702,72.3214,100.0,1.0,,,,,,,
TRAV20,ENSCJAG00000052937.2,ENSG00000211800,TRAV20,ortholog_one2one,72.7273,85.7143,100.0,1.0,,,,,,,
TRAV21,ENSCJAG00000074670.1,ENSG00000211801,TRAV21,ortholog_one2one,69.7987,92.8571,100.0,1.0,,,,,,,
TRAV23DV6,ENSCJAG00000064800.2,ENSG00000211803,TRAV23DV6,ortholog_one2one,64.2857,81.8182,100.0,1.0,ENSMUSG00000093801,Trav14n-2,ortholog_one2many,54.5455,69.4215,0.0,0.0
TRAV24,ENSCJAG00000008769.3,ENSG00000211805,TRAV24,ortholog_one2one,74.7826,75.4386,100.0,1.0,,,,,,,
TRAV26-1,ENSCJAG00000045326.2,ENSG00000211807,TRAV26-1,ortholog_one2one,74.1071,76.1468,100.0,1.0,,,,,,,
TRAV26-2,ENSCJAG00000039539.2,ENSG00000211812,TRAV26-2,ortholog_one2one,76.1062,78.8991,100.0,1.0,ENSMUSG00000076863,Trav21-dv12,ortholog_one2one,56.6372,58.7156,50.0,0.0
TRAV29DV5,ENSCJAG00000060345.2,ENSG00000211810,TRAV29DV5,ortholog_one2one,61.8421,78.9916,100.0,1.0,ENSMUSG00000076862,Trav19,ortholog_one2one,48.0263,61.3445,75.0,0.0
TRAV3,ENSCJAG00000008831.4,ENSG00000211777,TRAV3,ortholog_one2one,79.4643,78.0702,100.0,1.0,,,,,,,
TRAV34,ENSCJAG00000045785.2,ENSG00000211813,TRAV34,ortholog_one2one,90.4255,75.8929,100.0,1.0,ENSMUSG00000076864,Trdv1,ortholog_one2one,58.5106,49.1071,100.0,0.0
TRAV36DV7,ENSCJAG00000071704.1,ENSG00000211815,TRAV36DV7,ortholog_one2one,70.1493,83.1858,100.0,1.0,,,,,,,
TRAV38-2DV8,ENSCJAG00000047836.2,ENSG00000211817,TRAV38-2DV8,ortholog_one2one,89.7959,75.8621,100.0,1.0,ENSMUSG00000076866,Trdv2-2,ortholog_one2one,66.3265,56.0345,100.0,1.0
TRAV4,ENSCJAG00000062247.2,ENSG00000211778,TRAV4,ortholog_one2one,86.4865,88.0734,100.0,1.0,ENSMUSG00000076759,Trav2,ortholog_one2one,69.3694,70.6422,75.0,1.0
TRAV40,ENSCJAG00000046953.2,ENSG00000211819,TRAV40,ortholog_one2one,72.1649,66.6667,100.0,1.0,,,,,,,
TRAV8-3,ENSCJAG00000052724.2,ENSG00000211787,TRAV8-3,ortholog_one2one,70.6667,93.8053,100.0,1.0,ENSMUSG00000096397,Trav17,ortholog_one2many,49.3333,65.4867,0.0,0.0
TRAV8-6,ENSCJAG00000081553.1,ENSG00000211795,TRAV8-6,ortholog_one2one,72.0,63.7168,100.0,1.0,,,,,,,
TRAV9-1,ENSCJAG00000046547.2,ENSG00000211783,TRAV9-1,ortholog_one2one,72.2222,69.6429,100.0,1.0,ENSMUSG00000095426,Trav6d-5,ortholog_one2many,60.1852,58.0357,75.0,1.0
TRBV10-1,ENSCJAG00000036987.3,ENSG00000211717,TRBV10-1,ortholog_one2one,70.5357,69.2982,100.0,1.0,ENSMUSG00000076469,Trbv13-2,ortholog_many2many,51.7857,51.3274,75.0,1.0
TRBV10-2,ENSCJAG00000066829.2,ENSG00000229769,TRBV10-2,ortholog_one2one,55.6213,82.4561,75.0,1.0,ENSMUSG00000076469,Trbv13-2,ortholog_many2many,42.0118,62.8319,50.0,0.0
TRBV16,ENSCJAG00000044437.2,ENSG00000275243,TRBV16,ortholog_one2one,73.7864,66.087,100.0,1.0,,,,,,,
TRBV19,ENSCJAG00000064112.2,ENSG00000211746,TRBV19,ortholog_one2one,55.6757,90.3509,100.0,1.0,ENSMUSG00000076475,Trbv19,ortholog_one2one,37.8378,59.8291,100.0,0.0
TRBV2,ENSCJAG00000076376.1,ENSG00000226660,TRBV2,ortholog_one2one,51.0204,86.9565,100.0,1.0,ENSMUSG00000076463,Trbv3,ortholog_one2one,38.2653,64.1026,75.0,0.0
TRBV23-1,ENSCJAG00000068401.2,ENSG00000211749,TRBV23-1,ortholog_one2one,54.4944,84.3478,100.0,1.0,ENSMUSG00000076479,Trbv26,ortholog_one2many,37.6404,58.2609,100.0,0.0
TRBV24-1,ENSCJAG00000040654.2,ENSG00000211750,TRBV24-1,ortholog_one2one,79.1667,66.087,100.0,1.0,,,,,,,
TRBV27,ENSCJAG00000056767.2,ENSG00000211752,TRBV27,ortholog_one2one,55.1913,88.5965,100.0,1.0,,,,,,,
TRBV28,ENSCJAG00000085994.1,ENSG00000211753,TRBV28,ortholog_one2one,57.3171,82.4561,100.0,1.0,ENSMUSG00000076480,Trbv29,ortholog_one2one,45.7317,65.7895,100.0,0.0
TRBV3-1,ENSCJAG00000013834.4,ENSG00000237702,TRBV3-1,ortholog_one2one,86.1702,71.0526,100.0,1.0,ENSMUSG00000107486,Trbv4,ortholog_one2one,70.2128,57.8947,50.0,0.0
TRBV30,ENSCJAG00000067371.2,ENSG00000237254,TRBV30,ortholog_one2one,63.0872,84.6847,100.0,1.0,ENSMUSG00000076499,Trbv31,ortholog_one2one,45.6376,61.2613,100.0,0.0
TRBV7-2,ENSCJAG00000083439.1,ENSG00000282939,TRBV7-2,ortholog_one2one,63.871,86.087,100.0,1.0,,,,,,,
TRBV7-3,ENSCJAG00000063020.2,ENSG00000211714,TRBV7-3,ortholog_one2one,75.5814,56.5217,100.0,1.0,,,,,,,
TRDC,ENSCJAG00000085557.1,ENSG00000211829,TRDC,ortholog_one2one,59.4203,79.8701,100.0,1.0,ENSMUSG00000104876,Trdc,ortholog_one2one,52.1739,70.5882,100.0,1.0
TRDMT1,ENSCJAG00000008937.5,ENSG00000107614,TRDMT1,ortholog_one2one,94.8849,94.8849,100.0,1.0,ENSMUSG00000026723,Trdmt1,ortholog_one2one,81.5857,76.8675,100.0,1.0
TRDN,ENSCJAG00000003835.5,ENSG00000186439,TRDN,ortholog_one2one,91.1724,90.6722,100.0,1.0,ENSMUSG00000019787,Trdn,ortholog_one2one,65.5172,68.5426,75.0,1.0
TRDV2,ENSCJAG00000042880.2,ENSG00000211821,TRDV2,ortholog_one2one,70.9402,72.1739,100.0,1.0,,,,,,,
TREH,ENSCJAG00000013576.5,ENSG00000118094,TREH,ortholog_one2one,93.3105,93.3105,100.0,1.0,ENSMUSG00000032098,Treh,ortholog_one2one,81.4751,82.4653,100.0,1.0
TREM1,ENSCJAG00000004160.5,ENSG00000124731,TREM1,ortholog_one2one,62.4,66.6667,75.0,1.0,ENSMUSG00000042265,Trem1,ortholog_one2one,40.8,44.3478,100.0,0.0
TREM2,ENSCJAG00000004114.5,ENSG00000095970,TREM2,ortholog_one2one,54.8052,91.7391,75.0,1.0,ENSMUSG00000023992,Trem2,ortholog_one2one,33.5065,51.8072,100.0,0.0
TREML1,ENSCJAG00000004089.4,ENSG00000161911,TREML1,ortholog_one2one,92.283,92.283,100.0,1.0,ENSMUSG00000023993,Treml1,ortholog_one2one,68.4887,66.1491,100.0,1.0
TRERF1,ENSCJAG00000004347.5,ENSG00000124496,TRERF1,ortholog_one2one,96.5461,96.8647,100.0,1.0,ENSMUSG00000064043,Trerf1,ortholog_one2one,88.898,88.2449,100.0,1.0
TREX2,ENSCJAG00000011515.6,ENSG00000183479,TREX2,ortholog_one2one,94.9153,94.9153,100.0,1.0,ENSMUSG00000031372,Trex2,ortholog_one2one,87.2881,87.2881,100.0,1.0
TRGV9,ENSCJAG00000044374.2,ENSG00000211695,TRGV9,ortholog_one2one,80.5556,71.3115,100.0,1.0,,,,,,,
TRH,ENSCJAG00000047087.3,ENSG00000170893,TRH,ortholog_one2one,89.2562,89.2562,50.0,1.0,ENSMUSG00000005892,Trh,ortholog_one2one,56.6116,53.5156,50.0,0.0
TRHDE,ENSCJAG00000047134.3,ENSG00000072657,TRHDE,ortholog_one2one,96.2894,97.1001,50.0,1.0,ENSMUSG00000050663,Trhde,ortholog_one2one,93.1354,94.1839,75.0,1.0
TRHR,ENSCJAG00000006433.4,ENSG00000174417,TRHR,ortholog_one2one,98.7437,98.7437,100.0,1.0,ENSMUSG00000038760,Trhr,ortholog_one2one,92.9648,94.1476,100.0,1.0
TRIB1,ENSCJAG00000061218.2,ENSG00000173334,TRIB1,ortholog_one2one,97.8495,97.8495,100.0,1.0,ENSMUSG00000032501,Trib1,ortholog_one2one,93.0107,93.0107,75.0,1.0
TRIB2,ENSCJAG00000046267.3,ENSG00000071575,TRIB2,ortholog_one2one,61.4679,97.6676,100.0,1.0,ENSMUSG00000020601,Trib2,ortholog_one2one,61.1009,97.0845,100.0,1.0
TRIB3,ENSCJAG00000020844.5,ENSG00000101255,TRIB3,ortholog_one2one,84.6753,91.0615,100.0,1.0,ENSMUSG00000032715,Trib3,ortholog_one2one,68.8312,74.8588,100.0,1.0
TRIL,ENSCJAG00000045826.2,ENSG00000255690,TRIL,ortholog_one2one,95.4377,95.4377,100.0,1.0,ENSMUSG00000043496,Tril,ortholog_one2one,88.5327,88.7515,100.0,1.0
TRIM10,ENSCJAG00000020701.5,ENSG00000204613,TRIM10,ortholog_one2one,96.0499,96.0499,100.0,1.0,ENSMUSG00000073400,Trim10,ortholog_one2one,84.4075,83.0266,100.0,1.0
TRIM11,ENSCJAG00000016757.5,ENSG00000154370,TRIM11,ortholog_one2one,97.2222,97.2222,100.0,1.0,ENSMUSG00000020455,Trim11,ortholog_one2one,88.8889,86.1284,75.0,1.0
TRIM13,ENSCJAG00000008633.3,ENSG00000204977,TRIM13,ortholog_one2one,96.4194,92.629,50.0,1.0,ENSMUSG00000035235,Trim13,ortholog_one2one,87.7238,84.2752,50.0,0.0
TRIM14,ENSCJAG00000087007.1,ENSG00000106785,TRIM14,ortholog_one2one,91.8552,91.8552,100.0,1.0,ENSMUSG00000039853,Trim14,ortholog_one2one,73.9819,74.3182,100.0,1.0
TRIM15,ENSCJAG00000020699.6,ENSG00000204610,TRIM15,ortholog_one2one,90.3226,90.3226,100.0,1.0,ENSMUSG00000050747,Trim15,ortholog_one2one,46.0215,73.2877,100.0,0.0
TRIM16,ENSCJAG00000044463.3,ENSG00000221926,TRIM16,ortholog_one2one,93.9823,94.1489,25.0,1.0,ENSMUSG00000047821,Trim16,ortholog_one2one,76.1062,77.3381,75.0,1.0
TRIM17,ENSCJAG00000016765.5,ENSG00000162931,TRIM17,ortholog_one2one,85.1626,87.8407,100.0,1.0,ENSMUSG00000036964,Trim17,ortholog_one2one,71.748,74.0042,100.0,1.0
TRIM2,ENSCJAG00000002004.5,ENSG00000109654,TRIM2,ortholog_one2one,97.0626,98.5733,100.0,1.0,ENSMUSG00000027993,Trim2,ortholog_one2one,96.5517,98.1818,75.0,1.0
TRIM21,ENSCJAG00000015591.5,ENSG00000132109,TRIM21,ortholog_one2one,92.4211,92.4211,100.0,1.0,ENSMUSG00000030966,Trim21,ortholog_one2one,68.6316,70.5628,100.0,1.0
TRIM22,ENSCJAG00000043313.3,ENSG00000132274,TRIM22,ortholog_one2one,73.9212,79.1165,100.0,1.0,ENSMUSG00000071089,Trim75,ortholog_one2one,25.3283,28.9079,0.0,0.0
TRIM23,ENSCJAG00000015796.5,ENSG00000113595,TRIM23,ortholog_one2one,99.6516,99.6516,100.0,1.0,ENSMUSG00000021712,Trim23,ortholog_one2one,97.561,97.561,100.0,1.0
TRIM24,ENSCJAG00000012885.4,ENSG00000122779,TRIM24,ortholog_one2one,99.2381,99.2381,100.0,1.0,ENSMUSG00000029833,Trim24,ortholog_one2one,93.4286,93.3397,100.0,1.0
TRIM25,ENSCJAG00000075265.1,ENSG00000121060,TRIM25,ortholog_one2one,84.9145,86.6667,100.0,1.0,ENSMUSG00000000275,Trim25,ortholog_one2one,68.5848,69.5584,100.0,1.0
TRIM26,ENSCJAG00000047960.3,ENSG00000234127,TRIM26,ortholog_one2one,98.7013,98.7013,100.0,1.0,ENSMUSG00000024457,Trim26,ortholog_one2one,88.1262,87.156,100.0,1.0
TRIM27,ENSCJAG00000012363.5,ENSG00000204713,TRIM27,ortholog_one2one,97.4659,97.4659,100.0,1.0,ENSMUSG00000021326,Trim27,ortholog_one2one,97.6608,97.6608,25.0,0.0
TRIM28,ENSCJAG00000000240.5,ENSG00000130726,TRIM28,ortholog_one2one,95.4651,98.3234,100.0,1.0,ENSMUSG00000005566,Trim28,ortholog_one2one,90.814,93.6451,100.0,1.0
TRIM29,ENSCJAG00000014137.5,ENSG00000137699,TRIM29,ortholog_one2one,91.9614,97.2789,100.0,1.0,ENSMUSG00000032013,Trim29,ortholog_one2one,84.7267,89.7785,100.0,1.0
TRIM3,ENSCJAG00000014089.5,ENSG00000110171,TRIM3,ortholog_one2one,92.2853,85.2151,100.0,1.0,ENSMUSG00000036989,Trim3,ortholog_one2one,91.4119,84.4086,100.0,1.0
TRIM32,ENSCJAG00000058141.2,ENSG00000119401,TRIM32,ortholog_one2one,98.928,98.928,100.0,1.0,ENSMUSG00000051675,Trim32,ortholog_one2one,96.0184,95.7252,100.0,1.0
TRIM33,ENSCJAG00000012339.5,ENSG00000197323,TRIM33,ortholog_one2one,98.9352,98.9352,100.0,1.0,ENSMUSG00000033014,Trim33,ortholog_one2one,96.2733,95.1754,75.0,1.0
TRIM35,ENSCJAG00000019863.6,ENSG00000104228,TRIM35,ortholog_one2one,92.3679,95.7404,100.0,1.0,ENSMUSG00000022043,Trim35,ortholog_one2one,78.6693,77.907,100.0,1.0
TRIM36,ENSCJAG00000016675.5,ENSG00000152503,TRIM36,ortholog_one2one,94.3166,97.3464,100.0,1.0,ENSMUSG00000033949,Trim36,ortholog_one2one,91.6103,92.8669,100.0,1.0
TRIM37,ENSCJAG00000001664.5,ENSG00000108395,TRIM37,ortholog_one2one,96.3001,97.1992,100.0,1.0,ENSMUSG00000018548,Trim37,ortholog_one2one,90.4419,91.5713,100.0,1.0
TRIM38,ENSCJAG00000010938.5,ENSG00000112343,TRIM38,ortholog_one2one,88.8172,88.8172,50.0,1.0,ENSMUSG00000064140,Trim38,ortholog_one2one,55.914,55.2017,0.0,0.0
TRIM39,ENSCJAG00000020681.5,ENSG00000204599,TRIM39,ortholog_one2one,99.7951,99.7951,100.0,1.0,ENSMUSG00000045409,Trim39,ortholog_one2one,97.3361,95.7661,100.0,1.0
TRIM4,ENSCJAG00000015702.5,ENSG00000146833,TRIM4,ortholog_one2one,83.6,88.1857,100.0,1.0,,,,,,,
TRIM40,ENSCJAG00000020702.5,ENSG00000204614,TRIM40,ortholog_one2one,72.9642,86.8217,100.0,1.0,ENSMUSG00000073399,Trim40,ortholog_one2one,50.8143,63.4146,100.0,1.0
TRIM41,ENSCJAG00000018733.5,ENSG00000146063,TRIM41,ortholog_one2one,98.6885,95.5556,25.0,1.0,ENSMUSG00000022113,Trim52,ortholog_one2one,14.918,39.0558,0.0,0.0
